"word","id"
"з",6056
"программиста",7855
"бабушкой",434
"штуки",3425
"поддерживает",3690
"зарплаты",5583
"умничка",8575
"фотографом",652
"небольшая",395
"физику",6684
"инвалид",1709
"огонь",1022
"ферме",6115
"компом",7955
"рыба",5342
"ел",4989
"пойдет",1364
"знают",4547
"слово",5084
"дизайн",4477
"зовет",156
"учебой",7857
"начну",5774
"уехала",5560
"погонять",6831
"представить",6028
"само",5279
"хлеб",7164
"бог",5849
"шоу",7047
"вряд",2277
"боулинг",5484
"дайвингом",1834
"планируете",8079
"развиваться",1322
"бери",5106
"начальных",8416
"начинаю",4017
"решение",8243
"гороскопу",2183
"лев",572
"увидел",2816
"подскажешь",565
"талант",7063
"считаешь",6104
"несмотря",1957
"посвящаю",1362
"богатый",3596
"побывала",1188
"копить",6291
"ребнком",5265
"пивко",7151
"ответственная",8136
"см",8388
"фиалки",7767
"катался",4103
"остались",8156
"домохозяйкау",7123
"ромашки",3096
"принца",2777
"стыдно",3191
"психолог",2705
"ютубе",8279
"младшей",3810
"пекарне",2270
"рак",7752
"политике",4938
"родным",7430
"поменять",2712
"бегом",6656
"основная",5131
"шикарно",5924
"делают",6340
"хомяка",4382
"тело",3932
"кулинария",4371
"видишь",159
"серьзно",4828
"радуюсь",2432
"командировки",6728
"мясом",6535
"смогла",7786
"детство",2011
"лучшие",8493
"уметь",2096
"котором",7323
"выезжаю",5269
"единственную",6208
"секретарем",2629
"целая",2439
"учбы",8175
"последние",1510
"квартиры",4443
"свидание",7806
"котя",2105
"проснулась",4856
"края",26
"слышу",1843
"спросила",821
"убираться",5755
"капусту",5276
"классика",3206
"рулем",4323
"исторические",6474
"вегетарианец",5097
"запах",7006
"видеть",5443
"цветоводством",5356
"универа",7135
"писала",1761
"правильное",7902
"оченьмного",1466
"квартирея",2181
"здоровьем",3356
"угодно",2725
"блюд",2409
"назвал",558
"цирке",2244
"шесть",279
"отличные",6870
"ооооо",3806
"кексы",599
"окном",2957
"тирамису",4085
"вечерком",1886
"жалуюсь",8386
"молод",5802
"уфе",7017
"научила",8086
"привыкла",8414
"баскетболом",7754
"рыжих",7769
"проснулся",6329
"енот",1161
"чудесная",6570
"окончания",7015
"плаванию",1912
"переехали",7185
"взяла",933
"быстрее",2593
"испанский",1686
"тишине",5916
"разными",372
"лошади",7049
"стиле",3623
"голос",7441
"соскучишься",4908
"встретил",3786
"невеста",3473
"пту",2685
"жили",5082
"мужчину",6581
"павел",3497
"поешь",7157
"тишина",8322
"хоп",1211
"пришли",485
"актер",4946
"коронное",1705
"соревнования",2245
"играют",4793
"развода",2592
"порядок",5516
"направление",3240
"подходит",1360
"напиток",5074
"ксюша",5223
"растет",6890
"медицинский",555
"др",74
"деньгами",8439
"занимаются",968
"удалось",1029
"привлекает",7451
"йога",4046
"уют",3503
"ждет",1765
"николай",8262
"ввиду",1755
"лера",5549
"огурцы",7225
"сошлись",6158
"прекрасна",8259
"машинами",3980
"свете",7296
"замечательный",6977
"озера",6284
"клево",8534
"небольшого",7043
"видом",3375
"бассейна",7403
"отдыхаете",3278
"спрашивать",1910
"жалею",232
"заняты",5744
"находится",3557
"развелся",6134
"тянет",2375
"взрослых",78
"сидит",2133
"волос",7182
"книгами",3094
"минут",7100
"дней",4044
"подарить",7056
"занимаемся",8202
"половинки",1854
"поживаешь",8275
"прочь",8280
"холостяк",352
"знал",7718
"проводим",68
"мышей",4990
"капучино",3644
"свободный",736
"продукты",6440
"плаванье",5416
"поезде",6369
"радовать",4266
"зеленый",2921
"поедешь",7554
"немножко",3444
"вредных",5801
"модели",6714
"инженеря",7214
"другому",4316
"выбрала",27
"знакомые",7629
"выбираемся",5597
"посмотри",630
"страдаю",2789
"кристина",8108
"прилично",2461
"старости",1593
"роде",210
"люблюготовить",6264
"вышел",807
"прочитал",495
"холостой",2116
"редкость",3633
"сбудется",7907
"стопам",7841
"поддерживать",333
"трачу",7044
"футболу",729
"тренажерный",7377
"закончилась",6813
"плохой",6041
"хех",7501
"четыре",33
"визажист",921
"синие",7723
"местах",8224
"телевизора",3552
"постоянной",4116
"профессией",6091
"длинные",7885
"пение",5321
"волейболом",1974
"каток",3217
"александра",792
"путешествуете",5588
"прогулок",43
"немецкий",1820
"активная",6661
"досуг",4624
"крючком",41
"снеговика",7038
"музыкуя",2832
"слесарья",3415
"мегаполисе",8154
"путешествоватьлюблю",1676
"краснодаре",6716
"память",4312
"хватило",7797
"тратить",3125
"каждую",5412
"путь",1836
"научу",6074
"уснуть",3284
"заграницей",4122
"всякую",6016
"французский",7764
"следующий",3686
"едим",3548
"твоему",7039
"получать",3957
"любые",6054
"дедушка",7208
"фотографирую",560
"шаржи",7842
"математику",2196
"петербург",478
"приезжают",1763
"штук",4687
"счастью",1619
"окей",4715
"написала",2549
"понимает",8378
"кудато",6709
"огороде",296
"сочиняю",4151
"вдохновение",7213
"рыб",2024
"моряк",8131
"ходу",7588
"всяких",4470
"кинотеатр",6513
"климат",6367
"новосибирске",4493
"даааа",1696
"женату",5994
"лазанью",5828
"гимнастикой",3821
"птички",2451
"нетно",3222
"полная",812
"самолте",4121
"узнавать",7035
"бали",5595
"тяжлая",2959
"горам",8107
"спасать",4834
"съемной",7472
"баяне",598
"устроилась",666
"прокормить",1171
"какойто",3514
"поженились",6401
"необычные",3186
"кредит",6430
"когдато",1441
"полезное",7578
"красавчик",2040
"поди",2548
"класса",4728
"зависать",2035
"найдшь",1750
"щенков",1341
"уложила",841
"алтай",5224
"стою",662
"россию",8358
"нашим",4468
"свободна",4418
"разное",5984
"певицей",8464
"умная",303
"приобрести",6957
"праге",3555
"нарисовать",5865
"сша",636
"земле",1366
"челябинска",65
"пивом",6781
"пел",2493
"появится",923
"успеть",7328
"милый",362
"станет",6383
"фотографии",8299
"рукоделие",7187
"банкелюблю",2310
"недели",7507
"жарко",8446
"песню",6736
"юбилей",366
"интересует",5440
"стали",7596
"положительно",2973
"грусти",1842
"считается",747
"жилье",8150
"севере",7595
"руслан",5695
"боже",3389
"праздникам",2492
"спортсменка",1351
"наморе",4188
"желания",6406
"казань",8122
"влюбилась",3152
"настольные",4863
"рыбалкуу",5561
"нижнего",1589
"изучением",3931
"няней",1841
"лучшему",2615
"лол",1500
"виду",5418
"звали",2985
"диване",8140
"левша",8339
"отучилась",4344
"душу",5734
"познакомилась",6722
"попугаем",5541
"минутка",4768
"твом",5798
"общее",2989
"вернее",7502
"написал",3873
"жанры",7625
"жарить",4184
"пробовать",1922
"страхи",5822
"черная",8328
"хорошем",34
"небось",7738
"сказали",1180
"прикинь",2324
"делаем",2787
"которое",1365
"обожает",7959
"сестре",8191
"котнка",1257
"сила",8173
"паша",1501
"проверяю",4140
"ктото",2003
"отношениях",242
"упал",203
"физкультуры",208
"второе",1853
"сбываются",3324
"зимние",1085
"зарплату",1373
"сто",7282
"впервые",3614
"вова",8576
"америке",1400
"дарить",5669
"городка",3759
"приветкак",1442
"пляже",847
"аппетита",6138
"опаздываю",6821
"отказалась",897
"съесть",5622
"моменты",401
"котнок",18
"снов",133
"чудо",5104
"семьянин",4455
"кур",869
"выспаться",5579
"двойняшки",5395
"курса",6613
"учительницей",2077
"устроить",5703
"разная",1193
"подальше",6577
"электрик",2376
"рока",161
"какому",2226
"коту",7
"девиз",5012
"ночные",2059
"вариант",5111
"приехала",3628
"станешь",1512
"естественно",3499
"переводчик",2420
"этажа",6935
"хип",2641
"неделе",8366
"братьями",2210
"теплые",2938
"самых",1825
"правы",1578
"новом",4448
"птичек",2015
"пенсионерка",7242
"метро",2267
"отвлекаю",102
"подумаю",6002
"пп",7716
"беременна",5906
"крыса",3751
"отвлекает",7609
"пораньше",7652
"краски",663
"интереснее",3372
"собачкой",5030
"объездить",3370
"районе",4217
"бывала",2156
"встречу",6184
"буквально",1416
"юридическом",3033
"взяли",6205
"учись",3207
"тетя",6021
"института",3599
"тараканы",8201
"готовите",7938
"пациентов",2967
"гденибудь",8009
"успеха",1547
"спится",3143
"маленькой",1239
"флорист",2665
"коктейли",1136
"класно",835
"поймал",1123
"приехать",4738
"смену",267
"домашним",2581
"хорошое",2719
"идеально",5619
"хорек",3085
"никита",7387
"верный",7427
"больно",1206
"спб",7027
"исполнилось",6037
"шум",1138
"таккак",4055
"космонавтом",3402
"виктория",308
"назвали",4236
"покормить",898
"понять",1560
"думаем",4579
"спят",3654
"красное",1609
"билеты",6949
"актр",8219
"брал",1222
"путешевствовать",2124
"график",1284
"лан",4464
"ситуация",2339
"приходилось",3164
"отцом",8396
"ростом",6689
"первую",8538
"капец",2711
"осуществить",3740
"краснодара",2236
"стивена",506
"трижды",7288
"коньки",3251
"побеседовать",5160
"фрукт",5268
"математики",6885
"олеся",1896
"бывали",4847
"сальто",2090
"личную",1075
"третьем",4842
"ахахаха",1552
"живность",6049
"ценю",8128
"хмм",2538
"кинга",7791
"становится",4300
"общительный",8382
"картин",4936
"тип",3897
"парашюта",4026
"юге",2308
"стремлюсь",4033
"спортивные",8186
"принимать",4924
"разбогатеть",8402
"фриланс",1006
"гонки",6586
"прыгаю",4445
"угощу",5606
"морской",6557
"мечтах",5182
"австралию",3459
"каждой",522
"дружище",1155
"близко",5724
"покер",2815
"киеве",1645
"рисования",3756
"сердце",3113
"таня",3020
"вкусности",3875
"аааа",7541
"интересны",5576
"крутые",3943
"камаза",5767
"реально",4024
"звонить",8078
"подработка",6500
"признаться",1273
"рукой",7136
"коллега",1339
"дождусь",8350
"носить",1348
"берут",2218
"техникум",2766
"лишний",2171
"кактусы",3847
"тольятти",3844
"егерем",1584
"смотри",6171
"панк",7068
"любом",3003
"дороги",8434
"развлся",2102
"появилась",5462
"францию",1122
"успела",7521
"шпагат",3551
"вадим",1218
"очередь",6824
"фокусы",7777
"самостоятельно",7429
"грустный",1237
"черепаху",8516
"посуду",7313
"новыми",3384
"вдохновения",4674
"копаться",3151
"театральный",4939
"конным",4987
"семейное",6190
"чиню",1228
"внучке",755
"умница",6795
"служу",2507
"черешню",635
"рыжая",7699
"байдарке",5660
"европейская",7175
"глазами",6713
"выезжать",8025
"попугаев",461
"человеку",5581
"работаюв",6177
"ближайшее",5604
"актриса",3219
"баня",2483
"нашему",7749
"некому",6882
"необычная",633
"комнате",7703
"завучем",8059
"вашим",4731
"хахаха",6048
"варит",4022
"путешествиям",3488
"осваиваю",3224
"дедушкой",4798
"физики",6753
"попутешествовать",1235
"настроения",3529
"рук",3181
"сыром",5614
"свобода",4824
"р",6623
"массаж",393
"столица",464
"круиз",6123
"гастроли",2237
"лодка",5143
"ремонтом",8294
"молодые",6316
"детектив",2610
"дочерью",2966
"такими",640
"программистлюблю",3144
"создать",1202
"подумала",6504
"вдохновляет",1289
"ухожу",4284
"речку",8068
"семьяя",7976
"юмор",6230
"журналист",4205
"пекарню",3060
"театра",6167
"рабочего",7243
"японской",4667
"придут",1406
"имена",3025
"напитки",1142
"любое",5083
"едят",5125
"культура",3905
"лондон",5468
"сидим",7120
"тракторист",7219
"первая",2179
"человеклюблю",4783
"научил",4505
"дочками",639
"особенности",8518
"охранником",8012
"горжусь",3755
"наташа",8469
"разному",8503
"хомяков",8103
"спортивная",8559
"бизнесе",2485
"собственный",623
"половину",8000
"тащусь",1935
"близкие",1091
"девушкая",7808
"любая",1768
"тимур",2167
"интересов",3373
"летала",4023
"дочекя",365
"получиться",2377
"побыть",2616
"знания",1734
"чистоту",3391
"лука",537
"персик",629
"моду",211
"выступаю",4123
"артур",787
"собакия",6217
"африке",5480
"школеесть",1668
"пообщатся",4069
"спицами",6959
"автомобилями",5308
"супруга",945
"городок",1258
"оставлять",877
"высокого",8
"мечтает",2462
"началась",6548
"здорова",8560
"осенью",3126
"индию",7820
"близнец",7248
"родственников",8418
"сериалов",7167
"кулинарией",5129
"самую",3793
"стараемся",7113
"прорабом",4912
"извиняюсь",914
"модно",7931
"работали",8196
"открыла",5785
"воспитывать",3607
"удачно",4054
"мск",685
"анатолий",2158
"ростова",3850
"комп",1420
"справляешься",7400
"хороша",5271
"торгую",2100
"рекомендую",2053
"воздухом",3285
"фигура",4057
"племянника",1272
"девушке",2904
"жарю",6746
"кошкам",5275
"крови",1345
"чтения",6397
"гитарист",6718
"рассказала",3581
"прославиться",4808
"автор",2625
"беда",778
"агент",7914
"остальные",1334
"приду",1387
"чате",2348
"черепашка",1655
"сна",2784
"экономист",219
"успею",5179
"удается",7332
"знала",3909
"воде",8284
"ложусь",5664
"ела",4515
"петербурге",2654
"хорошим",3291
"полететь",153
"умерла",5946
"биологии",5423
"заработал",7069
"развелась",2753
"трудишься",379
"современные",5844
"вкуснее",1213
"относится",7032
"возиться",3501
"книжку",8152
"внучек",1746
"сосед",327
"серьезная",3778
"сыновья",7155
"пойдт",3179
"нууу",6323
"большим",2906
"расцвете",1250
"показать",3432
"приходите",3243
"оказывается",8244
"другая",7789
"век",651
"рекс",1577
"киев",454
"отказаться",7255
"старших",6181
"марк",6683
"пар",3782
"порыбачить",1658
"пойдем",1458
"посоветовать",1105
"бегает",2846
"ы",5634
"случай",1818
"красивой",6515
"своюработу",5944
"спортзале",8498
"смотрели",3485
"ногу",6039
"кошкия",3210
"открою",3789
"холод",4434
"гараж",845
"зарабатывают",6737
"макароны",8343
"роли",1921
"советские",3559
"смерти",7011
"праздника",1082
"собакя",5155
"украшения",1925
"комфортно",2233
"кулинарии",512
"зубы",7858
"хороши",2733
"банально",8474
"врачм",3440
"студенческие",5349
"тренируюсь",2978
"слушаете",5203
"свет",2790
"никем",5771
"нехватает",4649
"вышивание",8062
"ром",556
"обожают",5473
"появляется",4517
"ууу",702
"высота",3955
"эт",7449
"схожу",3332
"танец",3952
"ждем",8208
"зову",1059
"главный",3678
"больших",1225
"бесплатно",7603
"клиент",2327
"причем",4104
"собрать",2764
"поверь",551
"воспитателем",294
"менять",3579
"коллекцию",2388
"команда",58
"нелегко",7967
"толстый",4789
"приходить",6024
"оливье",1470
"грузчик",2974
"пением",4325
"писателем",7124
"подарю",2484
"рыбками",5378
"закончу",8353
"чертовски",2690
"цезарь",7662
"улиток",5539
"альпинизмом",8347
"сцене",6630
"деда",965
"оченьнравится",6898
"надолго",613
"тепла",6804
"возможностей",2424
"англии",2515
"сеть",5912
"поближе",5031
"солнечно",612
"химию",3368
"чаю",4175
"клиенты",5863
"громко",7300
"даю",1343
"силы",1650
"богатым",3129
"нагитаре",7023
"новгорода",4152
"полезной",6013
"покупаю",3180
"уезжать",2806
"мыть",2646
"приедет",2952
"интересную",3078
"водишь",4513
"подарила",5298
"коров",5716
"читаете",1715
"цены",7316
"мест",3652
"поем",5589
"стас",6075
"пообщались",1550
"самары",6227
"машиной",733
"сорок",7197
"фитнесом",5048
"читатья",3811
"камина",30
"карьеру",6694
"оченьхочу",8163
"магазина",5126
"загородный",5618
"п",3146
"нахожу",5253
"сноуборд",5273
"вашем",2691
"этажея",6817
"успокаивают",302
"улицы",1108
"супругой",5732
"компоты",3455
"многим",5114
"полетать",6750
"рублей",746
"аэропорту",7553
"секретарь",772
"отправиться",3088
"рыбакя",1744
"хуже",4039
"обеспечить",7686
"крайне",4326
"компания",4710
"сбылась",7877
"мммм",148
"редкое",5157
"обзавелся",3067
"заказов",4700
"пряники",6076
"освоить",3264
"лучшего",8220
"тренирую",5687
"рисунки",8283
"досвидания",4556
"питаюсь",2125
"назвала",488
"помечтать",7428
"устроиться",1534
"дорогое",7849
"ине",1457
"попеть",3323
"уделять",1167
"жених",6094
"н",5699
"курорт",8413
"уровне",2399
"стресс",7847
"черепахи",7572
"блинчики",8091
"увлеклась",3953
"веселиться",2368
"сноуборделюблю",3173
"техникуме",5018
"строительством",7420
"узнал",4233
"наладится",8542
"красивыми",8555
"поездку",8125
"настоящая",1347
"художником",4498
"всвободное",374
"хоре",7645
"покажу",175
"сынхочу",3584
"лыжный",2776
"расстался",1367
"открыл",4583
"справляюсь",96
"сварщик",8064
"начинающий",6357
"большей",6073
"качество",8048
"ночами",4013
"музыкальную",1166
"футбола",3099
"учишь",4142
"суахили",1469
"платить",4892
"петр",5568
"приготовления",8281
"слякоть",6843
"искусства",4878
"уехал",6809
"учатся",7012
"выпиваю",7648
"абсолютно",7756
"роботов",4620
"одиночества",6309
"джек",2987
"атмосфера",1859
"молодежь",711
"мужиками",5527
"официально",1298
"болела",5930
"пахнет",7670
"музыкантом",7421
"радоваться",8276
"юбки",1887
"думают",3791
"силу",371
"администратором",6799
"срок",5039
"нарды",3900
"прогулка",1894
"шерсти",6503
"молодость",8257
"складе",8087
"ю",953
"сантехником",4534
"такса",7105
"натуре",3467
"появилось",837
"играми",5204
"фильмах",4764
"той",4830
"природой",249
"прекрасных",4598
"клинике",1688
"принимаю",8170
"направлении",6250
"соседей",3303
"гимназии",69
"приглашение",1919
"певцом",3354
"смешные",2802
"тайланде",6624
"секс",3294
"велоспортом",55
"семейные",7025
"сестрами",6680
"спросил",1666
"кеша",798
"повод",2964
"остальное",7143
"пенсионеры",7150
"вуза",3248
"компьютере",6663
"девочек",2576
"музей",4068
"почте",8392
"таксистя",4566
"дальнейшем",4008
"малыш",7714
"дельфинов",4661
"сыночек",4192
"путишествовать",2724
"хомячка",5475
"заколки",2669
"десерты",8307
"летчик",2455
"гимнастику",2553
"телевизору",7280
"нашли",2694
"заказал",3040
"отпускает",5826
"байкал",949
"домашняя",5902
"испечь",5361
"плюсы",273
"рановато",7535
"сестру",1656
"заработаешь",7273
"натура",5950
"позднее",3949
"спасибоза",5629
"историей",6305
"фронте",8376
"находить",4426
"грузчиком",6161
"уборщицей",8523
"лабрадора",4052
"замужработаю",4299
"канатной",3377
"красивом",4831
"спеть",5300
"вернусь",3616
"доча",2667
"детейу",1702
"надоели",5335
"желательно",6710
"любимыми",7489
"игр",655
"особенного",539
"врут",460
"сдал",5740
"пробки",3000
"доктором",518
"современную",4821
"включаю",3196
"пола",7852
"футболист",3659
"поздравить",1356
"отказываю",4168
"бояться",3538
"домашними",2162
"пропал",15
"банкиром",2697
"солдат",6666
"бываешь",2587
"пенсия",1996
"попало",301
"научишь",2320
"общежитие",2925
"кровати",4985
"брака",8129
"нужное",4203
"фигуру",5251
"птиц",3646
"машинах",6776
"змей",1051
"прошлой",8570
"встречать",4891
"побегать",4680
"кругом",2482
"записаться",2710
"сварщиком",4582
"интересных",4794
"ща",4672
"основное",6893
"тур",200
"беларуси",5965
"дальнобойщик",4182
"удивительно",4268
"курицу",28
"встречаемся",2126
"заведи",7810
"судьбу",7201
"внукам",7527
"пропала",5159
"удовольствия",7698
"чрный",7508
"каждом",5288
"бармен",7534
"городя",4907
"чудеса",63
"студенты",7646
"слышать",6162
"душой",3282
"сложное",2417
"известный",3462
"север",7577
"подоконнике",6348
"ночной",6932
"старшей",3203
"встречает",3315
"факт",4144
"чинить",7614
"живности",3495
"читаюлюблю",2869
"ленивый",5210
"двигаться",1308
"думали",4668
"оригинально",6412
"секции",6349
"сгонять",6012
"неочень",1278
"бездомных",1459
"венецию",6698
"связать",7137
"красотка",1595
"полицейским",3829
"управляю",5025
"садом",4417
"стараться",6768
"приглашаю",3671
"биология",1822
"рецепты",7186
"переезжать",2358
"ешь",1988
"овчарку",2131
"кошкая",8226
"художница",2402
"немецкая",5094
"соц",162
"байкер",2603
"знак",7987
"ничегоне",1926
"укладывать",2194
"собакам",4800
"следующем",2662
"лысый",5766
"оооочень",4751
"собакая",5623
"украинскую",3573
"изюм",1876
"жаворонокя",5281
"разносторонняя",7896
"гулял",694
"музыкантя",3059
"городомя",373
"будущая",2502
"эхх",4549
"особых",6729
"давать",2626
"птица",4965
"родной",3275
"хай",2892
"пояс",4125
"летит",7870
"клво",4195
"надоела",7915
"канал",5061
"поют",3100
"охотник",5833
"металл",6026
"киева",3230
"уезжаю",7443
"местной",4456
"операцию",6055
"готовитьу",6981
"свежим",2081
"людях",7112
"число",5336
"объездила",8348
"лариса",7899
"поддерживают",7827
"отказался",7792
"образжизни",8539
"мандарины",7821
"села",5525
"огромное",4218
"статью",1945
"египте",2044
"узнаю",2076
"трейлере",7206
"жанре",1476
"вышивка",5435
"перми",1711
"знакомство",190
"работ",2069
"привыкли",484
"й",5901
"салоне",3764
"высокая",7520
"наука",5840
"соглашусь",4811
"накормить",7651
"уровень",3758
"непросто",5617
"первые",5685
"физру",924
"обычной",4628
"кинолог",3064
"речке",7850
"тусоваться",3325
"мере",907
"тишину",6168
"надоел",1385
"веслая",6274
"снегу",8494
"лаборатории",4366
"счастливы",6641
"задерживать",111
"страшная",2623
"прикольная",338
"настрой",855
"странная",1071
"начало",7937
"прекрасные",5812
"говорящий",7210
"начинаниях",2184
"напишу",5017
"куришь",750
"хозяйка",3593
"пожарить",2740
"долгий",2257
"вырваться",6252
"свежие",5943
"одиночестве",6337
"клоуном",1545
"коллектив",2997
"мужчиная",4590
"отдали",5465
"ресторанах",1636
"ружье",7573
"почаще",474
"кормишь",1178
"каждыйдень",1068
"добрая",8246
"фобии",237
"ездию",4874
"службе",1287
"плохого",8577
"архитектор",8106
"психолога",6046
"увидимся",3994
"семинары",788
"рецептов",1796
"накопил",4128
"зарабатывает",8096
"заканчивать",5855
"набор",4302
"качестве",6951
"знаменитым",3926
"поднимает",4760
"костра",7376
"вкусненькое",1548
"экономиста",1741
"пыль",4062
"опыта",8369
"будни",735
"последняя",2923
"нуу",5970
"увлекался",381
"насколько",8346
"професии",487
"умеют",6393
"влюблена",2785
"пюре",5065
"дочерей",229
"котят",5009
"делишки",3012
"шеф",1677
"сыра",3998
"собачек",994
"утрамя",5402
"задание",4597
"придумать",5545
"плетением",7196
"пробежка",7040
"уши",3342
"прошедшим",113
"заказываю",3249
"океан",1034
"жди",5715
"тайланд",5905
"джинсы",3762
"готовится",3918
"спортсмены",7671
"золотые",7412
"банк",8204
"сел",7121
"явно",4988
"дорогая",3784
"мурзик",6465
"предстоит",7679
"прошло",6211
"бухгалтера",1463
"товарищ",5610
"отвлекать",3339
"машинистом",5941
"вк",6751
"девчонки",3309
"костюмы",6165
"кролика",742
"ответ",8404
"строительной",2670
"крутое",4359
"представь",6099
"большого",5529
"скорого",723
"алена",1057
"лабрадоровлюблю",5667
"творческие",8067
"стюардессой",6958
"новая",4806
"стесняюсь",4991
"содержать",7949
"обувь",5677
"фрилансом",2561
"постарше",8075
"считай",1570
"проездом",8323
"ушел",686
"захочешь",4073
"оранжевый",254
"мороза",4564
"умение",1302
"оказалось",5147
"арбузы",8483
"подрастет",1286
"прилетела",4494
"плачу",7090
"химии",6385
"егерь",3321
"добрых",5978
"биологию",5206
"переди",7969
"возвращаюсь",392
"ушл",3229
"делала",1714
"деятельность",2446
"лгкой",7772
"чутьчуть",6368
"развод",7453
"складывается",2837
"ооочень",7775
"труда",4467
"сложный",5466
"специально",2700
"латынь",2503
"степени",5712
"увлечениях",6225
"пушистый",7656
"спешу",3917
"татуировки",227
"научишься",5481
"работник",1817
"пошло",2190
"поет",7417
"последней",2386
"оаэ",7104
"часы",4720
"рассказываю",7086
"завод",2619
"гей",1963
"ка",2686
"прыгал",3189
"спортивной",985
"готовим",3213
"крокодила",7117
"местам",7641
"стремиться",6673
"твери",8562
"врачомлюблю",1769
"оставил",6312
"картошка",4035
"прошла",5492
"родится",157
"вышиванием",549
"живое",1647
"песок",4804
"делали",6416
"леша",5007
"существа",6438
"детейне",8557
"угу",4652
"терапевт",534
"мысль",6880
"уфы",3397
"земфируиграю",3347
"группеучусь",2020
"ноут",4020
"боятся",6858
"электриком",431
"работаем",7129
"головой",418
"рамштайн",2999
"мусор",2169
"личное",2920
"регулярно",8363
"сети",6952
"молода",1699
"прохладно",2031
"кататьсяна",3692
"внешность",4897
"гуляешь",1544
"вредный",3863
"поможет",8097
"съел",6344
"сторожем",402
"выросли",263
"осебе",3392
"готовке",3268
"рады",2720
"рисованием",5388
"месяце",5032
"голубые",1381
"явот",2122
"спортивными",4887
"метра",7454
"географии",4425
"выучила",4411
"технику",430
"команды",2981
"люблюпутешествовать",2227
"компе",4746
"преподаешь",6690
"требуют",4146
"сладкого",1019
"коллекционировать",5422
"говорите",5795
"вспомнить",481
"котснимаю",8265
"сторонник",7484
"ругается",3734
"екатерина",7203
"знаюлюблю",3802
"доминоя",2195
"прически",594
"добро",1058
"футболе",1195
"инструментах",7205
"телефоне",6413
"вдвоем",8145
"педагогом",1929
"характерами",7066
"автослесарь",1681
"казахстан",7165
"наилучшего",3739
"здоровое",4898
"играете",5237
"заказать",3680
"яйца",2033
"студентов",1002
"сдам",8432
"волгограде",6000
"дама",3743
"уфа",7893
"уборку",5309
"шумно",688
"би",67
"расслабляться",4659
"манго",1507
"диана",5044
"приготовил",3226
"дико",1522
"относительно",4636
"план",7114
"просыпаюсь",1723
"щенок",1494
"хочеться",7061
"связала",3933
"помогаешь",2272
"танки",8458
"наконецто",2680
"палатками",3543
"работаеш",8526
"чемзанимаешься",4064
"будущего",6723
"дорамы",2937
"поэт",7737
"метель",3263
"соревнованиях",1976
"языках",2147
"васесть",3763
"этоне",8029
"доставляет",3184
"удатся",4881
"толком",2180
"африку",1342
"зо",3813
"учил",6231
"дочкам",3536
"политика",7923
"номер",5737
"фу",6482
"крыс",2411
"вода",691
"теплее",5323
"расстраивайся",7920
"папы",2286
"лук",3172
"целей",7643
"вашу",3883
"личный",3928
"река",3713
"авокадо",3816
"путешественник",166
"имеется",3887
"родных",2858
"бизнесом",8139
"бизнесс",3076
"майнкрафт",6919
"кулинарные",590
"юра",1204
"вперед",7257
"изредка",6820
"кофелюблю",3689
"учат",4473
"аркадий",5670
"пака",4271
"ом",3258
"род",956
"русская",1670
"обе",3021
"пройти",5500
"веселые",2839
"новосибирска",8142
"кукурузу",6615
"норвегии",5933
"дизайном",1447
"важное",1692
"нечем",5692
"втором",5169
"усыновить",7721
"робота",406
"хоби",4407
"любящий",3797
"пожить",7624
"многом",292
"замечательное",5688
"чтоли",6125
"романтик",4403
"компьютерами",6560
"английскому",1580
"трудоголик",3312
"выбирать",6071
"породу",2441
"книгам",6257
"кальян",6050
"прощайте",1275
"мб",8475
"женщине",6034
"поддержку",4145
"благородная",5373
"баха",5885
"мелкая",147
"книжкой",4723
"маленькую",3237
"ловлю",8296
"обстоят",5068
"круче",5226
"борис",3308
"хахах",4415
"лтчик",4693
"перебраться",7249
"расстались",5047
"проживаешь",3622
"журналиста",4678
"какаято",6702
"занять",2541
"сессия",2517
"себялюблю",6489
"рынке",275
"точку",47
"любуюсь",4815
"цветок",6330
"вырастут",8187
"крестник",4136
"казалось",7619
"британец",7506
"поканет",4030
"детейхочу",2773
"полной",1121
"подделки",6335
"яблок",647
"движение",7407
"секторе",6998
"пытался",2763
"сосиски",796
"мен",7526
"меру",2048
"академии",4451
"мом",8408
"руку",2034
"магазинелюблю",2955
"фитнесу",7181
"бульдог",6794
"тюмени",5705
"очередной",4740
"обычное",3418
"предметы",7473
"приятных",3330
"англию",7804
"дашь",2235
"яркие",3410
"улитки",8453
"лица",5951
"говорили",2558
"английском",6226
"взгляд",1185
"ксения",3696
"комнаты",3925
"поболтали",3672
"художественную",5242
"край",4869
"коттедже",3828
"проходят",3979
"школея",2803
"старые",2097
"близняшки",5045
"папе",5002
"плетение",1867
"позволяют",1684
"цитрусовые",7092
"девушкам",8272
"любовница",5377
"первоклассник",6877
"ездите",1937
"сну",2556
"подрабатывают",8485
"вперд",1549
"тяжеловато",909
"поделки",321
"чашечку",833
"науки",5993
"мужское",1174
"подумай",3121
"общительная",3833
"отдал",2214
"зарядка",6131
"ленинград",5396
"алабай",587
"рома",3145
"передать",3841
"судне",5451
"добираться",1819
"журнал",2284
"дорогие",6606
"президент",5762
"мечтаем",1786
"найдется",2608
"слову",738
"узнала",4106
"погуляем",3079
"кошечки",181
"дает",256
"пекарьживу",852
"россииработаю",2222
"футбольный",6793
"проект",3147
